url,class,domain_digit_count,subdomain_digit_count,path_digit_count,domain_length,subdomain_length,path_length,isKnownTld,www,com,punnyCode,random_domain,subDomainCount,char_repeat,alexa1m_tld,alexa1m,-,.,/,@,?,&,=,_,domain_in_brand_list,raw_word_count,splitted_word_count,average_word_length,longest_word_length,shortest_word_length,std_word_length,compound_word_count,keyword_count,brand_name_count,negligible_word_count,target_brand_count,target_keyword_count,similar_keyword_count,similar_brand_count,average_compound_words,random_words
www.panasonic.com/business/toughbook/home.asp,0.0,0,0,0,9,3,45,1,2,1,0,0,1,8,1,1,0,3,3,0,0,0,0,0,1,6,3,7.0,9,3,2.516611478423583,2,2,2,3,0,0,0,0,8.5,0
www.findhow.com/travel/travel.php,0.0,0,0,0,7,3,33,1,2,1,0,0,1,6,0,1,0,3,2,0,0,0,0,0,0,5,2,5.8,7,3,1.469693845669907,2,5,0,0,0,0,0,0,7.0,0
https://richertutriwsb.weeblysite.com/,1.0,0,0,0,10,14,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,4,12.0,14,10,2.0,2,0,0,4,0,0,0,0,12.0,0
https://buralenergiasolar.blogspot.com/,1.0,0,0,0,8,17,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,2,3,12.5,17,8,4.5,1,0,1,3,0,0,0,0,17.0,0
https://docs.google.com/presentation/d/e/2PACX-1vSIJcfTil9sY2cbAOirlx3etAlpjRjOd693wUKJL6k5tyjZoemREYp8GlAOWM5jrt-4NRCJNtVt8rcp/pub?start=false&amp;loop=false&amp;delayms=3000,1.0,0,0,18,6,4,152,1,0,0,0,0,1,5,1,1,2,0,5,0,1,2,3,0,1,11,5,11.454545454545455,55,4,14.060671368709356,3,0,1,7,0,2,2,0,10.333333333333334,4
www.cis.uoguelph.ca/~yxiang/ww3/,0.0,0,0,1,8,7,32,0,2,0,0,1,2,7,1,1,0,4,3,0,0,0,0,0,0,3,1,7.666666666666667,8,7,0.4714045207910317,1,0,0,1,0,0,0,0,7.0,2
www.cornermark.com/training/illustrator.html,0.0,0,0,0,10,3,44,1,2,1,0,0,1,7,0,0,0,3,2,0,0,0,0,0,0,6,6,7.666666666666667,11,3,3.0912061651652345,4,2,0,6,0,0,0,0,9.75,0
www.cu.edu/policies/aps/it/6001.pdf,0.0,0,0,4,2,3,35,1,2,0,0,0,1,7,1,1,0,3,4,0,0,0,0,0,0,2,0,5.5,8,3,2.5,0,1,0,0,1,0,0,1,0.0,0
www.webring.com/hub?ring=mektonz,0.0,0,0,0,7,3,32,1,2,1,0,0,1,6,1,1,0,2,1,0,1,0,1,0,0,5,2,5.6,7,3,1.7435595774162693,2,1,0,0,3,0,0,3,7.0,1
mathworld.wolfram.com/DotsandBoxes.html,0.0,0,0,0,7,9,39,1,0,1,0,0,1,0,1,1,0,3,1,0,0,0,0,0,0,7,7,7.285714285714286,12,3,2.864276807966203,5,4,0,5,0,0,0,0,8.8,0
https://docs.google.com/presentation/d/e/2PACX-1vRRAozr-Tam0TwM7e6-jTfs2Obxf_c0nzH1vHWD2j3zGw_AKlF6nqJf-YPBF-GnH0GHAaNHT5tbmsM_/pub?start=false&loop=false&delayms=3000&slide=id.p%3E,1.0,0,0,18,6,4,158,1,0,0,0,0,1,7,1,1,5,1,5,0,1,3,4,3,1,17,2,6.9411764705882355,15,4,3.1524143545821794,2,0,1,6,0,2,2,0,9.5,9
https://metafb-reoxcek.firebaseapp.com/,1.0,0,0,0,11,14,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3,1,8.0,11,6,2.160246899469287,1,0,0,1,0,0,0,0,11.0,2
harvardbusinessonline.hbsp.harvard.edu/b01/en/common/item_detail.jhtml?id=7595,0.0,0,0,6,7,26,78,1,0,1,0,0,2,3,1,1,0,5,4,0,1,0,1,1,0,10,8,8.5,21,4,6.34428877022476,4,3,0,8,0,1,1,0,14.0,2
https://docs.google.com/presentation/d/e/2PACX-1vS38nmfBVBpn5E8n5L6oihqUQJxmepNrYg_NhdZStsAgkVKgOXP8rMTfJo7Y_FUcf647l72C0Cuwqro/pub?start=false&loop=false&delayms=3000&slide=id.p,1.0,0,0,20,6,4,155,1,0,0,0,0,1,5,1,1,1,1,5,0,1,3,4,2,1,13,2,9.23076923076923,28,4,7.474611861843202,2,0,1,6,0,2,2,0,9.5,5
https://docs.google.com/presentation/d/e/2PACX-1vQTBDNiUqEMG0yItMvt9vcg5HgYCazAmg45Muwvd9hprrawDbwkCTx_6deo8KUcLnqDJYPaDXp4kY6x/pub?start=false&loop=false&delayms=3000&slide=id.p,1.0,0,0,16,6,4,155,1,0,0,0,0,1,6,1,1,1,1,5,0,1,3,4,1,1,12,2,10.416666666666666,48,4,12.17551048439266,2,0,1,6,0,2,2,0,9.5,4
www.ccs.neu.edu/research/demeter/,0.0,0,0,0,3,7,33,1,2,0,0,1,2,8,1,1,0,4,3,0,0,0,0,0,0,2,2,7.5,8,7,0.5,2,0,0,2,0,0,0,0,7.5,0
www.kate.net/holidays/easter/eastersaver.html,0.0,0,0,0,4,3,45,1,2,0,0,0,1,6,0,1,0,3,3,0,0,0,0,0,0,7,3,5.714285714285714,11,3,2.657296462534039,2,1,0,4,1,2,2,1,9.5,0
members.tripod.com/~elysium_mud/index.html,0.0,0,0,0,6,7,42,1,0,1,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,8,3,5.75,8,3,1.5612494995995996,3,2,0,6,0,0,0,0,7.333333333333333,0
ckjh.cksd.wednet.edu/staff/bridgetbu/mw/microworldsindex.htm,0.0,0,0,0,6,9,60,1,0,0,0,0,2,1,1,1,0,5,4,0,0,0,0,0,0,11,4,5.7272727272727275,16,2,3.6949820787093772,2,1,0,6,1,2,2,1,12.5,4
https://delighteningweb.weebly.com/,1.0,0,0,0,6,15,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2,1,10.5,15,6,4.5,1,0,0,2,0,0,0,0,15.0,0
www.janthevillageweaver.com/3DArtFree/3DArtFrame.htm,0.0,0,0,2,19,3,52,1,2,1,0,0,1,9,0,0,0,3,2,0,0,0,0,0,0,6,10,10.166666666666666,19,3,6.643710475998249,4,2,0,7,0,3,3,0,13.75,0
www.elb-kendo-und-zinnfigur.de/miniatur.htm,0.0,0,0,0,23,3,43,1,2,0,0,0,1,8,0,0,6,3,1,0,0,0,0,0,0,8,4,5.625,9,3,2.496873044429772,3,0,1,5,0,3,3,0,8.666666666666666,0
https://q-r.to/bfKL6e,1.0,0,0,1,3,0,7,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,5.0,5,5,0.0,0,0,0,0,0,0,0,0,0.0,1
www.savetz.com/vintagecomputers/arabic65xe/,0.0,0,0,2,6,3,43,1,2,2,0,0,1,6,0,0,0,2,3,0,0,0,0,0,0,5,3,7.8,16,3,4.4,2,1,0,5,0,0,0,0,12.0,0
www.hermans.org/agents/index.html,0.0,0,0,0,7,3,33,1,2,0,0,0,1,6,0,0,0,3,2,0,0,0,0,0,0,5,2,5.8,7,4,1.16619037896906,2,1,0,4,0,0,0,0,7.0,0
http://3.656602.com/,1.0,6,1,0,6,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0
www.volvo.com/volvopenta/,0.0,0,0,0,5,3,25,1,2,1,0,0,1,6,1,1,0,2,2,0,0,0,0,0,0,4,2,5.75,10,3,2.5860201081971503,1,1,0,4,0,0,0,0,10.0,0
https://blog.porta-nuova.ch/wp-login.php?redirect_to=https%3A%2F%2Fblog.porta-nuova.ch%2Fwp-admin%2Fcomment.php%3Faction%3Dspam%26c%3D102&reauth=1,1.0,0,0,14,11,4,119,0,0,1,0,0,1,2,0,0,4,4,1,0,1,1,2,1,0,15,2,5.333333333333333,8,2,1.4452988925785866,2,3,0,5,0,5,5,0,7.5,3
homepages.paradise.net.nz/~jbabor/euphoria.html,0.0,0,0,0,8,9,47,0,0,0,0,0,1,0,1,1,0,4,2,0,0,0,0,0,0,9,6,6.444444444444445,9,2,2.543449587168799,6,1,0,6,1,1,1,1,8.166666666666666,0
http://megalink.io/btintr,1.0,0,0,0,8,0,7,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2,7.0,8,6,1.0,1,0,0,3,0,0,0,0,8.0,0
www-cs-staff.stanford.edu/~knuth/taocp.html,0.0,0,0,0,8,12,43,1,2,0,0,0,1,8,1,1,4,3,2,0,0,0,0,0,0,7,2,5.857142857142857,8,4,1.456862718169367,2,1,0,5,0,0,0,0,8.0,1
www.appraisalinstitute.org/education/,0.0,0,0,0,18,3,37,1,2,0,0,0,1,8,1,1,0,2,2,0,0,0,0,0,0,3,5,15.0,18,9,4.242640687119285,3,0,0,5,0,0,0,0,15.0,0
www.icse-conferences.org/2002/,0.0,0,0,4,16,3,30,1,2,0,0,0,1,7,0,0,2,2,2,0,0,0,0,0,0,4,2,7.5,11,4,3.5,2,0,0,4,0,0,0,0,11.0,0
https://skegeegurll.wixstudio.io/jrreuuiiuruiru,1.0,0,0,0,9,11,15,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,3,2,11.333333333333334,14,9,2.0548046676563256,2,0,0,2,0,0,0,0,10.0,1
www.angelfire.com/ca5/protouchprocessing/index.html,0.0,0,0,1,9,3,51,1,2,1,0,0,1,7,1,1,0,3,3,0,0,0,0,0,0,6,6,8.0,18,3,5.033222956847166,3,2,0,7,0,0,0,0,12.0,0
https://arstmping005.firebaseapp.com/,1.0,0,3,0,11,12,1,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,2,3,10.0,11,9,1.0,2,0,0,2,1,0,0,1,10.0,0
www.ringsurf.com/ring/Lawblogs/,0.0,0,0,0,8,3,31,1,2,1,0,0,1,6,0,0,0,2,3,0,0,0,0,0,0,5,4,6.2,8,3,2.2271057451320084,2,1,0,2,3,0,0,3,8.0,1
https://telstra-107483.weeblysite.com/,1.0,0,6,0,10,14,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,3,8.5,10,7,1.5,2,0,0,3,0,0,0,0,8.5,0
https://pickup-coursier.com/,1.0,0,0,0,15,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,7.0,8,6,1.0,1,0,0,3,0,0,0,0,8.0,0
https://new.express.adobe.com/webpage/jgeZKnBMfz9yL,1.0,0,0,1,5,11,22,1,0,0,0,0,2,1,1,1,0,1,2,0,0,0,0,0,1,5,0,6.8,12,3,2.993325909419153,0,1,1,0,0,1,1,0,0.0,2
code.google.com/p/sckt/,0.0,0,0,0,6,4,23,1,0,1,0,0,1,2,1,1,0,2,3,0,0,0,0,0,1,6,0,4.5,6,3,1.118033988749895,0,1,2,2,0,0,0,0,0.0,1
www.angelfire.com/on4/translations/index.html,0.0,0,0,1,9,3,45,1,2,1,0,0,1,6,1,1,0,3,3,0,0,0,0,0,0,6,5,7.0,12,3,3.2145502536643185,3,2,0,6,0,0,0,0,10.0,0
www.dfki.de/~wahlster/,0.0,0,0,0,4,3,22,1,2,0,0,1,1,6,1,1,0,2,2,0,0,0,0,0,0,3,1,5.666666666666667,9,4,2.357022603955158,1,0,0,1,0,0,0,0,9.0,2
oss.sgi.com/projects/kdb/,0.0,0,0,0,3,3,25,1,0,1,0,1,1,2,1,1,0,2,3,0,0,0,0,0,0,2,1,5.5,8,3,2.5,1,1,0,1,0,0,0,0,8.0,0
https://refresh-page-loading-100120348.firebaseapp.com/,1.0,0,9,0,11,30,1,1,0,0,0,0,1,2,1,1,3,0,1,0,0,0,0,0,0,4,3,7.25,11,4,2.48746859276655,3,0,0,4,0,0,0,0,8.333333333333334,0
https://docs.google.com/presentation/d/e/2PACX-1vTH0VY_s3N-fc_S4NAaTUaz1iPWLEtY4mKbK1mlGaeFI5MtZdroKFqgytfszZL0-WxiXWfNu0wKfOyN/pub?start=false&loop=false&delayms=3000&slide=id.p,1.0,0,0,15,6,4,155,1,0,0,0,0,1,7,1,1,3,1,5,0,1,3,4,2,1,14,2,8.642857142857142,43,2,10.018605141415238,2,0,1,6,1,2,2,1,9.5,5
https://qrco.de/bfYUji,1.0,0,0,0,4,0,7,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5.0,6,4,1.0,0,0,0,0,0,0,0,0,0.0,2
globesoftware.dyndns.org/mainpage.htm,0.0,0,0,0,6,13,37,1,0,0,0,1,1,0,0,1,0,3,1,0,0,0,0,0,0,6,6,8.166666666666666,13,3,3.7155828016013257,3,0,0,5,0,4,4,0,11.333333333333334,2
www.cs.cmu.edu/~tpope/local-group/index.html,0.0,0,0,0,3,6,44,1,2,0,0,1,2,6,1,1,1,5,3,0,0,0,0,0,0,5,0,5.0,6,4,0.6324555320336759,0,1,0,2,0,1,1,0,0.0,1
www.duodata.de/automailer/,0.0,0,0,0,7,3,26,1,2,0,0,0,1,6,0,0,0,2,2,0,0,0,0,0,0,3,4,8.0,10,7,1.4142135623730951,3,0,0,2,0,2,2,0,8.0,0
https://etyemenspstle.web.app/,1.0,0,0,0,3,13,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,13.0,13,13,0.0,1,0,0,2,0,0,0,0,13.0,0
www.alcyone.com/software/lsystem/,0.0,0,0,0,7,3,33,1,2,1,0,0,1,6,1,1,0,2,3,0,0,0,0,0,0,5,4,6.4,8,3,1.7435595774162693,4,1,0,4,0,0,0,0,7.25,0
https://toll-5f0.web.app/,1.0,0,2,0,3,8,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,4.0,4,4,0.0,0,0,0,1,0,0,0,0,0.0,0
math.nist.gov/~RPozo/c++class/,0.0,0,0,0,4,4,30,1,0,0,0,0,1,2,1,1,0,2,3,0,0,0,0,0,0,6,1,5.0,8,4,1.5275252316519468,1,0,0,5,0,0,0,0,8.0,1
www.beam-wiki.org/wiki,0.0,0,0,0,9,3,22,1,2,0,0,0,1,6,0,0,2,2,1,0,0,0,0,0,0,5,0,4.0,4,4,0.0,0,0,0,5,0,0,0,0,0.0,0
https://qrco.de/bfeD8k,1.0,0,0,1,4,0,7,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4.5,5,4,0.5,0,0,0,0,0,0,0,0,0.0,2
https://webmail-104301.weeblysite.com/,1.0,0,6,0,10,14,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,8.5,10,7,1.5,1,1,0,2,0,0,0,0,10.0,0
www.rpg.net/reviews/archive/9/9462.phtml,0.0,0,0,5,3,3,40,1,2,0,0,1,1,6,1,1,0,3,4,0,0,0,0,0,0,4,0,5.5,7,3,1.6583123951777,0,1,0,0,1,2,2,1,0.0,0
tools.ietf.org/html/rfc2035,0.0,0,0,4,4,5,27,1,0,0,0,1,1,2,1,1,0,2,2,0,0,0,0,0,0,6,0,4.166666666666667,5,3,0.6871842709362768,0,1,0,2,1,0,0,1,0.0,2
https://pub-cabe4a0a3c1e4232bc526e4ce3d840a1.r2.dev/index.html,1.0,1,17,0,2,36,11,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,3,1,8.0,15,4,4.96655480858378,1,1,0,2,0,0,0,0,15.0,0
https://generalrisknew.k8s.optimizaclick.com/index/,1.0,0,1,0,13,18,7,1,0,0,0,0,2,0,1,1,0,1,2,0,0,0,0,0,0,3,4,10.666666666666666,14,5,4.027681991198191,2,0,0,5,0,0,0,0,13.5,0
www.eduiq.com/elearning.htm,0.0,0,0,0,5,3,27,1,2,1,0,1,1,6,0,0,0,3,1,0,0,0,0,0,0,5,1,5.0,9,3,2.1908902300206643,1,1,0,1,0,1,1,0,9.0,2
tools.ietf.org/html/rfc3187,0.0,0,0,4,4,5,27,1,0,0,0,1,1,2,1,1,0,2,2,0,0,0,0,0,0,6,0,4.166666666666667,5,3,0.6871842709362768,0,1,0,2,1,0,0,1,0.0,2
www.jungo.com/windriver.html,0.0,0,0,0,5,3,28,1,2,1,0,0,1,6,1,1,0,3,1,0,0,0,0,0,0,5,1,5.2,9,3,2.039607805437114,1,2,0,3,0,0,0,0,9.0,0
www.qmail.org/man/index.html,0.0,0,0,0,5,3,28,1,2,0,0,0,1,6,0,1,0,3,2,0,0,0,0,0,0,4,0,4.75,5,4,0.4330127018922193,0,1,0,1,0,8,8,0,0.0,0
www.softwareverify.com/productsCpp.html,0.0,0,0,0,14,3,39,1,2,1,0,0,1,7,0,0,0,3,1,0,0,0,0,0,0,5,6,9.2,14,3,4.791659420284375,3,4,0,4,0,0,0,0,13.0,0
www.wiley-vch.de/publish/en/journals/alphabeticIndex/2256/,0.0,0,0,4,9,3,58,1,2,0,0,1,1,7,1,1,2,2,6,0,0,0,0,0,0,5,4,8.0,15,5,3.687817782917155,3,0,0,6,0,0,0,0,10.0,0
www.novell.com/products/groupwise/,0.0,0,0,0,6,3,34,1,2,1,0,0,1,8,1,1,0,2,3,0,0,0,0,0,0,5,3,6.4,9,3,2.0591260281974,2,1,0,4,0,1,1,0,8.5,0
https://docs.google.com/presentation/d/e/2PACX-1vQ2LusJsZVcaGvEpNrg48n_nTuLMn2Eub9ObL0XqSpaGHI4-c8vIvtIpqfnRxgmEX9R4ihSmi5E3q4n/pub?start=false&loop=false&delayms=3000,1.0,0,0,19,6,4,144,1,0,0,0,0,1,5,1,1,2,0,5,0,1,2,3,1,1,12,2,9.666666666666666,25,4,7.168604389202189,2,0,1,5,0,2,2,0,9.5,5
https://docs.google.com/presentation/d/e/2PACX-1vSj8s1hhLJzAIJpGJy_4_AHIw46xidmIO-z2Vxwt8E2ysq--9M81nc71dKXYS3PCUx855FYBZTj-t2-/pub?start=false&amp;loop=false&amp;delayms=3000,1.0,0,0,24,6,4,152,1,0,0,0,0,1,7,1,1,6,0,5,0,1,2,3,2,1,13,5,8.692307692307692,18,4,4.392031514960061,3,0,1,7,0,2,2,0,10.333333333333334,6
https://oliver0147.github.io/olive/,1.0,0,4,0,6,10,7,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,1,3,0,5.666666666666667,6,5,0.4714045207910317,0,0,1,2,0,0,0,0,0.0,0
herbison.com/iap_meta_list/,0.0,0,0,0,8,0,27,1,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,6,2,5.0,8,3,2.160246899469287,2,1,0,4,1,0,0,1,8.0,0
www.taronga.com/plugdaemon/,0.0,0,0,0,7,3,27,1,2,1,0,0,1,6,0,1,0,2,2,0,0,0,0,0,0,4,4,6.75,10,3,2.48746859276655,3,1,0,4,0,0,0,0,8.0,0
www.activewin.com/mac/articles/2003/8.shtml,0.0,0,0,5,9,3,43,1,2,1,0,0,1,7,0,1,0,3,4,0,0,0,0,0,0,5,3,6.8,9,3,2.4,3,1,0,3,0,1,1,0,8.666666666666666,0
https://atlas-102318.weeblysite.com/,1.0,0,6,0,10,12,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,7.5,10,5,2.5,1,0,0,3,0,0,0,0,10.0,0
https://provicomprascom.webcindario.com/inicio.html,1.0,0,0,0,11,15,12,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,4,5,9.0,15,4,4.301162633521313,2,1,0,5,0,1,1,0,13.0,0
www.twu.edu/fashion/,0.0,0,0,0,3,3,20,1,2,0,0,1,1,6,1,1,0,2,2,0,0,0,0,0,0,1,1,7.0,7,7,0.0,1,0,0,1,0,0,0,0,7.0,0
https://zimbraupdatee.weebly.com/,1.0,0,0,0,6,13,1,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,2,2,9.5,13,6,3.5,1,1,0,2,0,0,0,0,13.0,0
www.wmhsoft.com/foreverjournal/,0.0,0,0,0,7,3,31,1,2,1,0,1,1,6,0,0,0,2,2,0,0,0,0,0,0,4,2,7.75,14,3,3.960744879438715,1,1,0,2,0,0,0,0,14.0,2
https://pub-57965ec2fbdb4e12a015a03f645f443a.r2.dev/vmo-amex.html,1.0,1,20,0,2,36,14,0,0,0,0,0,1,1,0,1,2,1,1,0,0,0,0,0,0,3,0,6.666666666666667,12,4,3.7712361663282534,0,1,0,1,0,0,0,0,0.0,1
www.discovertheborders.co.uk/places/101.html,0.0,0,0,3,18,3,44,0,2,0,0,0,1,6,0,0,0,4,2,0,0,0,0,0,0,5,4,9.6,18,2,6.974238309665077,2,1,0,5,0,2,2,0,18.0,0
https://respondto.forms.app/voicebt,1.0,0,0,0,5,9,8,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,7.0,9,5,1.632993161855452,2,0,0,3,0,0,0,0,8.0,0
https://did.li/yGFIw,1.0,0,0,0,3,0,6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5.0,5,5,0.0,0,0,0,0,0,0,0,0,0.0,1
https://office-potkb.formstack.com/forms/office,1.0,0,0,0,9,12,13,1,0,0,0,0,1,2,1,1,1,0,2,0,0,0,0,0,0,5,2,6.2,9,5,1.469693845669907,1,0,0,4,1,1,1,1,9.0,1
fso.cpasitesolutions.com/accountinggroup/,0.0,0,0,0,16,3,41,1,0,1,0,0,1,2,1,1,0,2,2,0,0,0,0,0,0,4,6,12.5,16,3,5.5,3,3,0,3,0,1,1,0,15.666666666666666,0
tools.ietf.org/html/rfc388,0.0,0,0,3,4,5,26,1,0,0,0,1,1,3,1,1,0,2,2,0,0,0,0,0,0,6,0,4.166666666666667,5,3,0.6871842709362768,0,1,0,2,1,0,0,1,0.0,2
www.itechsoftware.8m.com/index.html,0.0,1,0,1,2,17,35,1,2,1,0,0,2,6,0,1,0,5,1,0,0,0,0,0,0,7,4,5.714285714285714,13,1,4.802210375420461,2,2,0,5,0,2,2,0,13.0,0
