url,class,domain_digit_count,subdomain_digit_count,path_digit_count,domain_length,subdomain_length,path_length,isKnownTld,www,com,punnyCode,random_domain,subDomainCount,char_repeat,alexa1m_tld,alexa1m,-,.,/,@,?,&,=,_,domain_in_brand_list,raw_word_count,splitted_word_count,average_word_length,longest_word_length,shortest_word_length,std_word_length,compound_word_count,keyword_count,brand_name_count,negligible_word_count,target_brand_count,target_keyword_count,similar_keyword_count,similar_brand_count,average_compound_words,random_words,segmented_url
www.unitcircle.com/rekkids/,0.0,0,0,0,10,3,27,1,2,1,0,0,1,7,0,0,0,2,2,0,0,0,0,0,0,4,4,7.5,10,3,2.8722813232690143,2,1,0,4,0,0,0,0,10.0,1,"['www', 'unit', 'circle', 'com', 're', 'k', 'kids', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
www.animetheme.com/dhtml/,0.0,0,0,0,10,3,25,1,2,1,0,0,1,6,0,0,0,2,2,0,0,0,0,0,0,4,4,7.0,10,3,3.082207001484488,2,1,0,4,0,1,1,0,10.0,0,"['www', 'anime', 'theme', 'com', 'dhtml', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
www.superpages.com/postcards/index.php,0.0,0,0,0,10,3,38,1,2,1,0,0,1,6,1,1,0,3,2,0,0,0,0,0,0,5,5,7.4,10,3,2.870540018881465,3,1,0,6,0,0,0,0,9.666666666666666,0,"['www', 'superpages', 'com', 'postcards', 'index', 'php', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
https://express-mondiai.com/pac/calcul.php,1.0,0,0,0,15,0,15,1,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,3,1,6.666666666666667,7,6,0.4714045207910317,1,1,0,2,0,0,0,0,7.0,0,"['https', 'express', 'mondi', 'a', 'i', 'com', 'pac', 'calcul', 'php', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
www.szewo.com/php/polls/eng/,0.0,0,0,0,5,3,28,1,2,1,0,1,1,7,0,0,0,2,4,0,0,0,0,0,0,4,0,4.5,5,3,0.8660254037844386,0,1,0,1,0,0,0,0,0.0,2,"['www', 'sze', 'wo', 'com', 'php', 'polls', 'eng', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
https://q-r.to/bfcIDZ,1.0,0,0,0,3,0,7,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,6.0,6,6,0.0,0,0,0,0,0,0,0,0,0.0,1,"['https', 'q', 'r', 'to', 'bfc', 'idz', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
https://project.activeadvice.eu/wp-includes/br/,1.0,0,0,0,12,7,16,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,3,3,9.0,12,7,2.160246899469287,2,0,0,3,0,1,1,0,10.0,0,"['https', 'project', 'active', 'advice', 'eu', 'wp', 'includes', 'br', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
www.creabit.com/viewer/,0.0,0,0,0,7,3,23,1,2,1,0,0,1,6,0,0,0,2,2,0,0,0,0,0,0,4,2,5.75,7,3,1.6393596310755,2,1,0,3,0,0,0,0,7.0,0,"['www', 'cre', 'a', 'bit', 'com', 'viewer', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
members.tripod.com/~Mortarach/DARKB.HTM,0.0,0,0,0,6,7,39,1,0,1,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,8,3,5.875,10,3,2.1469455046647083,3,1,0,5,0,1,1,0,8.0,1,"['members', 'tripod', 'com', 'mortar', 'ach', 'dark', 'b', 'htm', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
en.wikipedia.org/wiki/Eiffel_programming_language,0.0,0,0,0,9,2,49,1,0,0,0,0,1,2,1,1,0,2,2,0,0,0,0,2,1,6,2,7.833333333333333,11,4,2.266911751455907,2,0,2,4,0,0,0,0,9.5,0,"['en', 'wikipedia', 'org', 'wiki', 'eiffel', 'programming', 'language', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
www.eleves.ens.fr:8080/home/espie/,0.0,0,0,4,3,10,16,0,1,0,0,0,2,3,1,1,0,1,3,0,0,0,0,0,0,3,0,5.0,6,4,0.816496580927726,0,1,0,2,0,0,0,0,0.0,0,"['www', 'el', 'eves', 'ens', 'fr8080', 'home', 'espie', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
https://l.ead.me/bfHr82,1.0,0,0,2,3,1,7,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0.0,1,"['https', 'l', 'ead', 'me', 'bfhr82', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
doc.cat-v.org/bell_labs/structural_regexps/,0.0,0,0,0,5,3,43,1,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,2,0,4,2,6.25,10,4,2.48746859276655,2,0,0,3,1,0,0,1,8.5,0,"['doc', 'cat', 'v', 'org', 'bell', 'labs', 'structural', 'regexps', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
www.panasonic.com/business/toughbook/home.asp,0.0,0,0,0,9,3,45,1,2,1,0,0,1,8,1,1,0,3,3,0,0,0,0,0,1,6,3,7.0,9,3,2.516611478423583,2,2,2,3,0,0,0,0,8.5,0,"['www', 'panasonic', 'com', 'business', 'toughbook', 'home', 'asp', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
www.findhow.com/travel/travel.php,0.0,0,0,0,7,3,33,1,2,1,0,0,1,6,0,1,0,3,2,0,0,0,0,0,0,5,2,5.8,7,3,1.469693845669907,2,5,0,0,0,0,0,0,7.0,0,"['www', 'find', 'how', 'com', 'travel', 'travel', 'php', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
https://richertutriwsb.weeblysite.com/,1.0,0,0,0,10,14,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,4,12.0,14,10,2.0,2,0,0,4,0,0,0,0,12.0,0,"['https', 'richer', 'tu', 'tri', 'wsb', 'weebl', 'y', 'site', 'com', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
https://buralenergiasolar.blogspot.com/,1.0,0,0,0,8,17,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,2,3,12.5,17,8,4.5,1,0,1,3,0,0,0,0,17.0,0,"['https', 'bur', 'al', 'energia', 'solar', 'blogspot', 'com', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
https://docs.google.com/presentation/d/e/2PACX-1vSIJcfTil9sY2cbAOirlx3etAlpjRjOd693wUKJL6k5tyjZoemREYp8GlAOWM5jrt-4NRCJNtVt8rcp/pub?start=false&amp;loop=false&amp;delayms=3000,1.0,0,0,18,6,4,152,1,0,0,0,0,1,5,1,1,2,0,5,0,1,2,3,0,1,11,5,11.454545454545457,55,4,14.060671368709356,3,0,1,7,0,2,2,0,10.333333333333334,4,"['https', 'docs', 'google', 'com', 'presentation', 'd', 'e', '2pacx', '1vsijcftil9sy2cbaoirlx3e', 'talpjrjod693wukjl6k5tyjz', 'oemreyp8glaowm5jrt', '4nrcjntvt8rcp', 'pub', 'start', 'false', 'amp', 'loop', 'false', 'amp', 'delay', 'ms', '3000', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
www.cis.uoguelph.ca/~yxiang/ww3/,0.0,0,0,1,8,7,32,0,2,0,0,1,2,7,1,1,0,4,3,0,0,0,0,0,0,3,1,7.666666666666667,8,7,0.4714045207910317,1,0,0,1,0,0,0,0,7.0,2,"['www', 'cis', 'uo', 'guelph', 'ca', 'y', 'xiang', 'ww3', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>', '<PAD>']"
